0000..002C  ; DISALLOWED  # <control>..COMMA
A680        ; DISALLOWED  # CYRILLIC CAPITAL LETTER DWE
A681        ; PVALID      # CYRILLIC SMALL LETTER DWE
A682        ; DISALLOWED  # CYRILLIC CAPITAL LETTER DZWE
A683        ; PVALID      # CYRILLIC SMALL LETTER DZWE
A684        ; DISALLOWED  # CYRILLIC CAPITAL LETTER ZHWE
A685        ; PVALID      # CYRILLIC SMALL LETTER ZHWE
A686        ; DISALLOWED  # CYRILLIC CAPITAL LETTER CCHE
A687        ; PVALID      # CYRILLIC SMALL LETTER CCHE
A688        ; DISALLOWED  # CYRILLIC CAPITAL LETTER DZZE
A689        ; PVALID      # CYRILLIC SMALL LETTER DZZE
A68A        ; DISALLOWED  # CYRILLIC CAPITAL LETTER TE WITH MIDDLE HOOK
A68B        ; PVALID      # CYRILLIC SMALL LETTER TE WITH MIDDLE HOOK
A68C        ; DISALLOWED  # CYRILLIC CAPITAL LETTER TWE
A68D        ; PVALID      # CYRILLIC SMALL LETTER TWE
A68E        ; DISALLOWED  # CYRILLIC CAPITAL LETTER TSWE
A68F        ; PVALID      # CYRILLIC SMALL LETTER TSWE
A690        ; DISALLOWED  # CYRILLIC CAPITAL LETTER TSSE
A691        ; PVALID      # CYRILLIC SMALL LETTER TSSE
A692        ; DISALLOWED  # CYRILLIC CAPITAL LETTER TCHE
A693        ; PVALID      # CYRILLIC SMALL LETTER TCHE
A694        ; DISALLOWED  # CYRILLIC CAPITAL LETTER HWE
A695        ; PVALID      # CYRILLIC SMALL LETTER HWE
A696        ; DISALLOWED  # CYRILLIC CAPITAL LETTER SHWE
A697        ; PVALID      # CYRILLIC SMALL LETTER SHWE
A698        ; DISALLOWED  # CYRILLIC CAPITAL LETTER DOUBLE O
A699        ; PVALID      # CYRILLIC SMALL LETTER DOUBLE O
A69A        ; DISALLOWED  # CYRILLIC CAPITAL LETTER CROSSED O
A69B        ; PVALID      # CYRILLIC SMALL LETTER CROSSED O
A69C..A69D  ; DISALLOWED  # MODIFIER LETTER CYRILLIC HARD SIGN..MODIFIER
A69E..A6E5  ; PVALID      # COMBINING CYRILLIC LETTER EF..BAMUM LETTER K
A6E6..A6EF  ; DISALLOWED  # BAMUM LETTER MO..BAMUM LETTER KOGHOM
A6F0..A6F1  ; PVALID      # BAMUM COMBINING MARK KOQNDON..BAMUM COMBININ
A6F2..A6F7  ; DISALLOWED  # BAMUM NJAEMLI..BAMUM QUESTION MARK
A6F8..A6FF  ; UNASSIGNED  # <reserved>..<reserved>
A700..A716  ; DISALLOWED  # MODIFIER LETTER CHINESE TONE YIN PING..MODIF
A717..A71F  ; PVALID      # MODIFIER LETTER DOT VERTICAL BAR..MODIFIER L
A720..A722  ; DISALLOWED  # MODIFIER LETTER STRESS AND HIGH TONE..LATIN 
A723        ; PVALID      # LATIN SMALL LETTER EGYPTOLOGICAL ALEF
A724        ; DISALLOWED  # LATIN CAPITAL LETTER EGYPTOLOGICAL AIN
A725        ; PVALID      # LATIN SMALL LETTER EGYPTOLOGICAL AIN
A726        ; DISALLOWED  # LATIN CAPITAL LETTER HENG
A727        ; PVALID      # LATIN SMALL LETTER HENG
A728        ; DISALLOWED  # LATIN CAPITAL LETTER TZ
A729        ; PVALID      # LATIN SMALL LETTER TZ
A72A        ; DISALLOWED  # LATIN CAPITAL LETTER TRESILLO
A72B        ; PVALID      # LATIN SMALL LETTER TRESILLO
A72C        ; DISALLOWED  # LATIN CAPITAL LETTER CUATRILLO
A72D        ; PVALID      # LATIN SMALL LETTER CUATRILLO
A72E        ; DISALLOWED  # LATIN CAPITAL LETTER CUATRILLO WITH COMMA
A72F..A731  ; PVALID      # LATIN SMALL LETTER CUATRILLO WITH COMMA..LAT
A732        ; DISALLOWED  # LATIN CAPITAL LETTER AA
A733        ; PVALID      # LATIN SMALL LETTER AA
A734        ; DISALLOWED  # LATIN CAPITAL LETTER AO
A735        ; PVALID      # LATIN SMALL LETTER AO
A736        ; DISALLOWED  # LATIN CAPITAL LETTER AU
A737        ; PVALID      # LATIN SMALL LETTER AU
A738        ; DISALLOWED  # LATIN CAPITAL LETTER AV
A739        ; PVALID      # LATIN SMALL LETTER AV
A73A        ; DISALLOWED  # LATIN CAPITAL LETTER AV WITH HORIZONTAL BAR
A73B        ; PVALID      # LATIN SMALL LETTER AV WITH HORIZONTAL BAR
A73C        ; DISALLOWED  # LATIN CAPITAL LETTER AY
A73D        ; PVALID      # LATIN SMALL LETTER AY
A73E        ; DISALLOWED  # LATIN CAPITAL LETTER REVERSED C WITH DOT
A73F        ; PVALID      # LATIN SMALL LETTER REVERSED C WITH DOT
A740        ; DISALLOWED  # LATIN CAPITAL LETTER K WITH STROKE
A741        ; PVALID      # LATIN SMALL LETTER K WITH STROKE
A742        ; DISALLOWED  # LATIN CAPITAL LETTER K WITH DIAGONAL STROKE
A743        ; PVALID      # LATIN SMALL LETTER K WITH DIAGONAL STROKE
A744        ; DISALLOWED  # LATIN CAPITAL LETTER K WITH STROKE AND DIAGO
A745        ; PVALID      # LATIN SMALL LETTER K WITH STROKE AND DIAGONA
A746        ; DISALLOWED  # LATIN CAPITAL LETTER BROKEN L
A747        ; PVALID      # LATIN SMALL LETTER BROKEN L
A748        ; DISALLOWED  # LATIN CAPITAL LETTER L WITH HIGH STROKE
A749        ; PVALID      # LATIN SMALL LETTER L WITH HIGH STROKE
A74A        ; DISALLOWED  # LATIN CAPITAL LETTER O WITH LONG STROKE OVER
A74B        ; PVALID      # LATIN SMALL LETTER O WITH LONG STROKE OVERLA
A74C        ; DISALLOWED  # LATIN CAPITAL LETTER O WITH LOOP
A74D        ; PVALID      # LATIN SMALL LETTER O WITH LOOP
A74E        ; DISALLOWED  # LATIN CAPITAL LETTER OO
A74F        ; PVALID      # LATIN SMALL LETTER OO
A750        ; DISALLOWED  # LATIN CAPITAL LETTER P WITH STROKE THROUGH D
A751        ; PVALID      # LATIN SMALL LETTER P WITH STROKE THROUGH DES
A752        ; DISALLOWED  # LATIN CAPITAL LETTER P WITH FLOURISH
A753        ; PVALID      # LATIN SMALL LETTER P WITH FLOURISH
A754        ; DISALLOWED  # LATIN CAPITAL LETTER P WITH SQUIRREL TAIL
A755        ; PVALID      # LATIN SMALL LETTER P WITH SQUIRREL TAIL
A756        ; DISALLOWED  # LATIN CAPITAL LETTER Q WITH STROKE THROUGH D
A757        ; PVALID      # LATIN SMALL LETTER Q WITH STROKE THROUGH DES
A758        ; DISALLOWED  # LATIN CAPITAL LETTER Q WITH DIAGONAL STROKE
A759        ; PVALID      # LATIN SMALL LETTER Q WITH DIAGONAL STROKE
A75A        ; DISALLOWED  # LATIN CAPITAL LETTER R ROTUNDA
A75B        ; PVALID      # LATIN SMALL LETTER R ROTUNDA
A75C        ; DISALLOWED  # LATIN CAPITAL LETTER RUM ROTUNDA
A75D        ; PVALID      # LATIN SMALL LETTER RUM ROTUNDA
A75E        ; DISALLOWED  # LATIN CAPITAL LETTER V WITH DIAGONAL STROKE
A75F        ; PVALID      # LATIN SMALL LETTER V WITH DIAGONAL STROKE
A760        ; DISALLOWED  # LATIN CAPITAL LETTER VY
A761        ; PVALID      # LATIN SMALL LETTER VY
A762        ; DISALLOWED  # LATIN CAPITAL LETTER VISIGOTHIC Z
A763        ; PVALID      # LATIN SMALL LETTER VISIGOTHIC Z
A764        ; DISALLOWED  # LATIN CAPITAL LETTER THORN WITH STROKE
A765        ; PVALID      # LATIN SMALL LETTER THORN WITH STROKE
A766        ; DISALLOWED  # LATIN CAPITAL LETTER THORN WITH STROKE THROU
A767        ; PVALID      # LATIN SMALL LETTER THORN WITH STROKE THROUGH
A768        ; DISALLOWED  # LATIN CAPITAL LETTER VEND
A769        ; PVALID      # LATIN SMALL LETTER VEND
A76A        ; DISALLOWED  # LATIN CAPITAL LETTER ET
A76B        ; PVALID      # LATIN SMALL LETTER ET
A76C        ; DISALLOWED  # LATIN CAPITAL LETTER IS
A76D        ; PVALID      # LATIN SMALL LETTER IS
A76E        ; DISALLOWED  # LATIN CAPITAL LETTER CON
A76F        ; PVALID      # LATIN SMALL LETTER CON
A770        ; DISALLOWED  # MODIFIER LETTER US
A771..A778  ; PVALID      # LATIN SMALL LETTER DUM..LATIN SMALL LETTER U
A779        ; DISALLOWED  # LATIN CAPITAL LETTER INSULAR D
A77A        ; PVALID      # LATIN SMALL LETTER INSULAR D
A77B        ; DISALLOWED  # LATIN CAPITAL LETTER INSULAR F
A77C        ; PVALID      # LATIN SMALL LETTER INSULAR F
A77D..A77E  ; DISALLOWED  # LATIN CAPITAL LETTER INSULAR G..LATIN CAPITA
A77F        ; PVALID      # LATIN SMALL LETTER TURNED INSULAR G
A780        ; DISALLOWED  # LATIN CAPITAL LETTER TURNED L
A781        ; PVALID      # LATIN SMALL LETTER TURNED L
A782        ; DISALLOWED  # LATIN CAPITAL LETTER INSULAR R
A783        ; PVALID      # LATIN SMALL LETTER INSULAR R
A784        ; DISALLOWED  # LATIN CAPITAL LETTER INSULAR S
A785        ; PVALID      # LATIN SMALL LETTER INSULAR S
A786        ; DISALLOWED  # LATIN CAPITAL LETTER INSULAR T
A787..A788  ; PVALID      # LATIN SMALL LETTER INSULAR T..MODIFIER LETTE
A789..A78B  ; DISALLOWED  # MODIFIER LETTER COLON..LATIN CAPITAL LETTER 
A78C        ; PVALID      # LATIN SMALL LETTER SALTILLO
A78D        ; DISALLOWED  # LATIN CAPITAL LETTER TURNED H
A78E..A78F  ; PVALID      # LATIN SMALL LETTER L WITH RETROFLEX HOOK AND
A790        ; DISALLOWED  # LATIN CAPITAL LETTER N WITH DESCENDER
A791        ; PVALID      # LATIN SMALL LETTER N WITH DESCENDER
A792        ; DISALLOWED  # LATIN CAPITAL LETTER C WITH BAR
A793..A795  ; PVALID      # LATIN SMALL LETTER C WITH BAR..LATIN SMALL L
A796        ; DISALLOWED  # LATIN CAPITAL LETTER B WITH FLOURISH
A797        ; PVALID      # LATIN SMALL LETTER B WITH FLOURISH
A798        ; DISALLOWED  # LATIN CAPITAL LETTER F WITH STROKE
A799        ; PVALID      # LATIN SMALL LETTER F WITH STROKE
A79A        ; DISALLOWED  # LATIN CAPITAL LETTER VOLAPUK AE
A79B        ; PVALID      # LATIN SMALL LETTER VOLAPUK AE
A79C        ; DISALLOWED  # LATIN CAPITAL LETTER VOLAPUK OE
A79D        ; PVALID      # LATIN SMALL LETTER VOLAPUK OE
A79E        ; DISALLOWED  # LATIN CAPITAL LETTER VOLAPUK UE
A79F        ; PVALID      # LATIN SMALL LETTER VOLAPUK UE
A7A0        ; DISALLOWED  # LATIN CAPITAL LETTER G WITH OBLIQUE STROKE
A7A1        ; PVALID      # LATIN SMALL LETTER G WITH OBLIQUE STROKE
A7A2        ; DISALLOWED  # LATIN CAPITAL LETTER K WITH OBLIQUE STROKE
A7A3        ; PVALID      # LATIN SMALL LETTER K WITH OBLIQUE STROKE
A7A4        ; DISALLOWED  # LATIN CAPITAL LETTER N WITH OBLIQUE STROKE
A7A5        ; PVALID      # LATIN SMALL LETTER N WITH OBLIQUE STROKE
A7A6        ; DISALLOWED  # LATIN CAPITAL LETTER R WITH OBLIQUE STROKE
A7A7        ; PVALID      # LATIN SMALL LETTER R WITH OBLIQUE STROKE
A7A8        ; DISALLOWED  # LATIN CAPITAL LETTER S WITH OBLIQUE STROKE
A7A9        ; PVALID      # LATIN SMALL LETTER S WITH OBLIQUE STROKE
A7AA..A7AE  ; DISALLOWED  # LATIN CAPITAL LETTER H WITH HOOK..LATIN CAPI
A7AF        ; PVALID      # LATIN LETTER SMALL CAPITAL Q
A7B0..A7B4  ; DISALLOWED  # LATIN CAPITAL LETTER TURNED K..LATIN CAPITAL
A7B5        ; PVALID      # LATIN SMALL LETTER BETA
A7B6        ; DISALLOWED  # LATIN CAPITAL LETTER OMEGA
A7B7        ; PVALID      # LATIN SMALL LETTER OMEGA
A7B8        ; DISALLOWED  # LATIN CAPITAL LETTER U WITH STROKE
A7B9        ; PVALID      # LATIN SMALL LETTER U WITH STROKE
A7BA        ; DISALLOWED  # LATIN CAPITAL LETTER GLOTTAL A
A7BB        ; PVALID      # LATIN SMALL LETTER GLOTTAL A
A7BC        ; DISALLOWED  # LATIN CAPITAL LETTER GLOTTAL I
A7BD        ; PVALID      # LATIN SMALL LETTER GLOTTAL I
A7BE        ; DISALLOWED  # LATIN CAPITAL LETTER GLOTTAL U
A7BF        ; PVALID      # LATIN SMALL LETTER GLOTTAL U
A7C0..A7C1  ; UNASSIGNED  # <reserved>..<reserved>
A7C2        ; DISALLOWED  # LATIN CAPITAL LETTER ANGLICANA W
A7C3        ; PVALID      # LATIN SMALL LETTER ANGLICANA W
A7C4..A7C7  ; DISALLOWED  # LATIN CAPITAL LETTER C WITH PALATAL HOOK..LA
A7C8        ; PVALID      # LATIN SMALL LETTER D WITH SHORT STROKE OVERL
A7C9        ; DISALLOWED  # LATIN CAPITAL LETTER S WITH SHORT STROKE OVE
A7CA        ; PVALID      # LATIN SMALL LETTER S WITH SHORT STROKE OVERL
A7CB..A7F4  ; UNASSIGNED  # <reserved>..<reserved>
A7F5        ; DISALLOWED  # LATIN CAPITAL LETTER REVERSED HALF H
A7F6..A7F7  ; PVALID      # LATIN SMALL LETTER REVERSED HALF H..LATIN EP
A7F8..A7F9  ; DISALLOWED  # MODIFIER LETTER CAPITAL H WITH STROKE..MODIF
A7FA..A827  ; PVALID      # LATIN LETTER SMALL CAPITAL TURNED M..SYLOTI 
A828..A82B  ; DISALLOWED  # SYLOTI NAGRI POETRY MARK-1..SYLOTI NAGRI POE
A82C        ; PVALID      # SYLOTI NAGRI SIGN ALTERNATE HASANTA
A82D..A82F  ; UNASSIGNED  # <reserved>..<reserved>
A830..A839  ; DISALLOWED  # NORTH INDIC FRACTION ONE QUARTER..NORTH INDI
A83A..A83F  ; UNASSIGNED  # <reserved>..<reserved>
A840..A873  ; PVALID      # PHAGS-PA LETTER KA..PHAGS-PA LETTER CANDRABI
A874..A877  ; DISALLOWED  # PHAGS-PA SINGLE HEAD MARK..PHAGS-PA MARK DOU
A878..A87F  ; UNASSIGNED  # <reserved>..<reserved>
A880..A8C5  ; PVALID      # SAURASHTRA SIGN ANUSVARA..SAURASHTRA SIGN CA
A8C6..A8CD  ; UNASSIGNED  # <reserved>..<reserved>
A8CE..A8CF  ; DISALLOWED  # SAURASHTRA DANDA..SAURASHTRA DOUBLE DANDA
A8D0..A8D9  ; PVALID      # SAURASHTRA DIGIT ZERO..SAURASHTRA DIGIT NINE
A8DA..A8DF  ; UNASSIGNED  # <reserved>..<reserved>
A8E0..A8F7  ; PVALID      # COMBINING DEVANAGARI DIGIT ZERO..DEVANAGARI 
A8F8..A8FA  ; DISALLOWED  # DEVANAGARI SIGN PUSHPIKA..DEVANAGARI CARET
A8FB        ; PVALID      # DEVANAGARI HEADSTROKE
A8FC        ; DISALLOWED  # DEVANAGARI SIGN SIDDHAM
A8FD..A92D  ; PVALID      # DEVANAGARI JAIN OM..KAYAH LI TONE CALYA PLOP
A92E..A92F  ; DISALLOWED  # KAYAH LI SIGN CWI..KAYAH LI SIGN SHYA
A930..A953  ; PVALID      # REJANG LETTER KA..REJANG VIRAMA
A954..A95E  ; UNASSIGNED  # <reserved>..<reserved>
A95F..A97C  ; DISALLOWED  # REJANG SECTION MARK..HANGUL CHOSEONG SSANGYE
A97D..A97F  ; UNASSIGNED  # <reserved>..<reserved>
A980..A9C0  ; PVALID      # JAVANESE SIGN PANYANGGA..JAVANESE PANGKON
A9C1..A9CD  ; DISALLOWED  # JAVANESE LEFT RERENGGAN..JAVANESE TURNED PAD
A9CE        ; UNASSIGNED  # <reserved>
A9CF..A9D9  ; PVALID      # JAVANESE PANGRANGKEP..JAVANESE DIGIT NINE
A9DA..A9DD  ; UNASSIGNED  # <reserved>..<reserved>
A9DE..A9DF  ; DISALLOWED  # JAVANESE PADA TIRTA TUMETES..JAVANESE PADA I
A9E0..A9FE  ; PVALID      # MYANMAR LETTER SHAN GHA..MYANMAR LETTER TAI 
A9FF        ; UNASSIGNED  # <reserved>
AA00..AA36  ; PVALID      # CHAM LETTER A..CHAM CONSONANT SIGN WA
AA37..AA3F  ; UNASSIGNED  # <reserved>..<reserved>
AA40..AA4D  ; PVALID      # CHAM LETTER FINAL K..CHAM CONSONANT SIGN FIN
AA4E..AA4F  ; UNASSIGNED  # <reserved>..<reserved>
AA50..AA59  ; PVALID      # CHAM DIGIT ZERO..CHAM DIGIT NINE
AA5A..AA5B  ; UNASSIGNED  # <reserved>..<reserved>
AA5C..AA5F  ; DISALLOWED  # CHAM PUNCTUATION SPIRAL..CHAM PUNCTUATION TR
AA60..AA76  ; PVALID      # MYANMAR LETTER KHAMTI GA..MYANMAR LOGOGRAM K
AA77..AA79  ; DISALLOWED  # MYANMAR SYMBOL AITON EXCLAMATION..MYANMAR SY
AA7A..AAC2  ; PVALID      # MYANMAR LETTER AITON RA..TAI VIET TONE MAI S
AAC3..AADA  ; UNASSIGNED  # <reserved>..<reserved>
AADB..AADD  ; PVALID      # TAI VIET SYMBOL KON..TAI VIET SYMBOL SAM
AADE..AADF  ; DISALLOWED  # TAI VIET SYMBOL HO HOI..TAI VIET SYMBOL KOI 
AAE0..AAEF  ; PVALID      # MEETEI MAYEK LETTER E..MEETEI MAYEK VOWEL SI
AAF0..AAF1  ; DISALLOWED  # MEETEI MAYEK CHEIKHAN..MEETEI MAYEK AHANG KH
AAF2..AAF6  ; PVALID      # MEETEI MAYEK ANJI..MEETEI MAYEK VIRAMA
AAF7..AB00  ; UNASSIGNED  # <reserved>..<reserved>
AB01..AB06  ; PVALID      # ETHIOPIC SYLLABLE TTHU..ETHIOPIC SYLLABLE TT
AB07..AB08  ; UNASSIGNED  # <reserved>..<reserved>
AB09..AB0E  ; PVALID      # ETHIOPIC SYLLABLE DDHU..ETHIOPIC SYLLABLE DD
AB0F..AB10  ; UNASSIGNED  # <reserved>..<reserved>
AB11..AB16  ; PVALID      # ETHIOPIC SYLLABLE DZU..ETHIOPIC SYLLABLE DZO
AB17..AB1F  ; UNASSIGNED  # <reserved>..<reserved>
AB20..AB26  ; PVALID      # ETHIOPIC SYLLABLE CCHHA..ETHIOPIC SYLLABLE C
AB27        ; UNASSIGNED  # <reserved>
AB28..AB2E  ; PVALID      # ETHIOPIC SYLLABLE BBA..ETHIOPIC SYLLABLE BBO
AB2F        ; UNASSIGNED  # <reserved>
AB30..AB5A  ; PVALID      # LATIN SMALL LETTER BARRED ALPHA..LATIN SMALL
AB5B..AB5F  ; DISALLOWED  # MODIFIER BREVE WITH INVERTED BREVE..MODIFIER
AB60..AB68  ; PVALID      # LATIN SMALL LETTER SAKHA YAT..LATIN SMALL LE
AB69..AB6B  ; DISALLOWED  # MODIFIER LETTER SMALL TURNED W..MODIFIER LET
AB6C..AB6F  ; UNASSIGNED  # <reserved>..<reserved>
AB70..ABBF  ; DISALLOWED  # CHEROKEE SMALL LETTER A..CHEROKEE SMALL LETT
ABC0..ABEA  ; PVALID      # MEETEI MAYEK LETTER KOK..MEETEI MAYEK VOWEL 
ABEB        ; DISALLOWED  # MEETEI MAYEK CHEIKHEI
ABEC..ABED  ; PVALID      # MEETEI MAYEK LUM IYEK..MEETEI MAYEK APUN IYE
ABEE..ABEF  ; UNASSIGNED  # <reserved>..<reserved>
ABF0..ABF9  ; PVALID      # MEETEI MAYEK DIGIT ZERO..MEETEI MAYEK DIGIT 
ABFA..ABFF  ; UNASSIGNED  # <reserved>..<reserved>
AC00..D7A3  ; PVALID      # <Hangul Syllable>..<Hangul Syllable>
D7A4..D7AF  ; UNASSIGNED  # <reserved>..<reserved>
D7B0..D7C6  ; DISALLOWED  # HANGUL JUNGSEONG O-YEO..HANGUL JUNGSEONG ARA
D7C7..D7CA  ; UNASSIGNED  # <reserved>..<reserved>
D7CB..D7FB  ; DISALLOWED  # HANGUL JONGSEONG NIEUN-RIEUL..HANGUL JONGSEO
D7FC..D7FF  ; UNASSIGNED  # <reserved>..<reserved>
D800..FA0D  ; DISALLOWED  # <Non Private Use High Surrogate>..CJK COMPAT
FA0E..FA0F  ; PVALID      # CJK COMPATIBILITY IDEOGRAPH-FA0E..CJK COMPAT
FA10        ; DISALLOWED  # CJK COMPATIBILITY IDEOGRAPH-FA10
FA11        ; PVALID      # CJK COMPATIBILITY IDEOGRAPH-FA11
FA12        ; DISALLOWED  # CJK COMPATIBILITY IDEOGRAPH-FA12
FA13..FA14  ; PVALID      # CJK COMPATIBILITY IDEOGRAPH-FA13..CJK COMPAT
FA15..FA1E  ; DISALLOWED  # CJK COMPATIBILITY IDEOGRAPH-FA15..CJK COMPAT
FA1F        ; PVALID      # CJK COMPATIBILITY IDEOGRAPH-FA1F
FA20        ; DISALLOWED  # CJK COMPATIBILITY IDEOGRAPH-FA20
FA21        ; PVALID      # CJK COMPATIBILITY IDEOGRAPH-FA21
FA22        ; DISALLOWED  # CJK COMPATIBILITY IDEOGRAPH-FA22
FA23..FA24  ; PVALID      # CJK COMPATIBILITY IDEOGRAPH-FA23..CJK COMPAT
FA25..FA26  ; DISALLOWED  # CJK COMPATIBILITY IDEOGRAPH-FA25..CJK COMPAT
FA27..FA29  ; PVALID      # CJK COMPATIBILITY IDEOGRAPH-FA27..CJK COMPAT
FA2A..FA6D  ; DISALLOWED  # CJK COMPATIBILITY IDEOGRAPH-FA2A..CJK COMPAT
FA6E..FA6F  ; UNASSIGNED  # <reserved>..<reserved>
FA70..FAD9  ; DISALLOWED  # CJK COMPATIBILITY IDEOGRAPH-FA70..CJK COMPAT
FADA..FAFF  ; UNASSIGNED  # <reserved>..<reserved>
FB00..FB06  ; DISALLOWED  # LATIN SMALL LIGATURE FF..LATIN SMALL LIGATUR
FB07..FB12  ; UNASSIGNED  # <reserved>..<reserved>
FB13..FB17  ; DISALLOWED  # ARMENIAN SMALL LIGATURE MEN NOW..ARMENIAN SM
FB18..FB1C  ; UNASSIGNED  # <reserved>..<reserved>
FB1D        ; DISALLOWED  # HEBREW LETTER YOD WITH HIRIQ
FB1E        ; PVALID      # HEBREW POINT JUDEO-SPANISH VARIKA
FB1F..FB36  ; DISALLOWED  # HEBREW LIGATURE YIDDISH YOD YOD PATAH..HEBRE
FB37        ; UNASSIGNED  # <reserved>
FB38..FB3C  ; DISALLOWED  # HEBREW LETTER TET WITH DAGESH..HEBREW LETTER
FB3D        ; UNASSIGNED  # <reserved>
FB3E        ; DISALLOWED  # HEBREW LETTER MEM WITH DAGESH
FB3F        ; UNASSIGNED  # <reserved>
FB40..FB41  ; DISALLOWED  # HEBREW LETTER NUN WITH DAGESH..HEBREW LETTER
FB42        ; UNASSIGNED  # <reserved>
FB43..FB44  ; DISALLOWED  # HEBREW LETTER FINAL PE WITH DAGESH..HEBREW L
FB45        ; UNASSIGNED  # <reserved>
FB46..FBC1  ; DISALLOWED  # HEBREW LETTER TSADI WITH DAGESH..ARABIC SYMB
FBC2..FBD2  ; UNASSIGNED  # <reserved>..<reserved>
FBD3..FD3F  ; DISALLOWED  # ARABIC LETTER NG ISOLATED FORM..ORNATE RIGHT
FD40..FD4F  ; UNASSIGNED  # <reserved>..<reserved>
FD50..FD8F  ; DISALLOWED  # ARABIC LIGATURE TEH WITH JEEM WITH MEEM INIT
FD90..FD91  ; UNASSIGNED  # <reserved>..<reserved>
FD92..FDC7  ; DISALLOWED  # ARABIC LIGATURE MEEM WITH JEEM WITH KHAH INI
FDC8..FDCF  ; UNASSIGNED  # <reserved>..<reserved>
FDD0..FDFD  ; DISALLOWED  # <noncharacter>..ARABIC LIGATURE BISMILLAH AR
FDFE..FDFF  ; UNASSIGNED  # <reserved>..<reserved>
FE00..FE19  ; DISALLOWED  # VARIATION SELECTOR-1..PRESENTATION FORM FOR 
FE1A..FE1F  ; UNASSIGNED  # <reserved>..<reserved>
FE20..FE2F  ; PVALID      # COMBINING LIGATURE LEFT HALF..COMBINING CYRI
FE30..FE52  ; DISALLOWED  # PRESENTATION FORM FOR VERTICAL TWO DOT LEADE
FE53        ; UNASSIGNED  # <reserved>
FE54..FE66  ; DISALLOWED  # SMALL SEMICOLON..SMALL EQUALS SIGN
FE67        ; UNASSIGNED  # <reserved>
FE68..FE6B  ; DISALLOWED  # SMALL REVERSE SOLIDUS..SMALL COMMERCIAL AT
FE6C..FE6F  ; UNASSIGNED  # <reserved>..<reserved>
FE70..FE72  ; DISALLOWED  # ARABIC FATHATAN ISOLATED FORM..ARABIC DAMMAT
FE73        ; PVALID      # ARABIC TAIL FRAGMENT
FE74        ; DISALLOWED  # ARABIC KASRATAN ISOLATED FORM
FE75        ; UNASSIGNED  # <reserved>
FE76..FEFC  ; DISALLOWED  # ARABIC FATHA ISOLATED FORM..ARABIC LIGATURE 
FEFD..FEFE  ; UNASSIGNED  # <reserved>..<reserved>
FEFF        ; DISALLOWED  # ZERO WIDTH NO-BREAK SPACE
FF00        ; UNASSIGNED  # <reserved>
FF01..FFBE  ; DISALLOWED  # FULLWIDTH EXCLAMATION MARK..HALFWIDTH HANGUL
FFBF..FFC1  ; UNASSIGNED  # <reserved>..<reserved>
FFC2..FFC7  ; DISALLOWED  # HALFWIDTH HANGUL LETTER A..HALFWIDTH HANGUL 
FFC8..FFC9  ; UNASSIGNED  # <reserved>..<reserved>
FFCA..FFCF  ; DISALLOWED  # HALFWIDTH HANGUL LETTER YEO..HALFWIDTH HANGU
FFD0..FFD1  ; UNASSIGNED  # <reserved>..<reserved>
FFD2..FFD7  ; DISALLOWED  # HALFWIDTH HANGUL LETTER YO..HALFWIDTH HANGUL
FFD8..FFD9  ; UNASSIGNED  # <reserved>..<reserved>
FFDA..FFDC  ; DISALLOWED  # HALFWIDTH HANGUL LETTER EU..HALFWIDTH HANGUL
FFDD..FFDF  ; UNASSIGNED  # <reserved>..<reserved>
FFE0..FFE6  ; DISALLOWED  # FULLWIDTH CENT SIGN..FULLWIDTH WON SIGN
FFE7        ; UNASSIGNED  # <reserved>
FFE8..FFEE  ; DISALLOWED  # HALFWIDTH FORMS LIGHT VERTICAL..HALFWIDTH WH
FFEF..FFF8  ; UNASSIGNED  # <reserved>..<reserved>
FFF9..FFFF  ; DISALLOWED  # INTERLINEAR ANNOTATION ANCHOR..<noncharacter
10000..1000B; PVALID      # LINEAR B SYLLABLE B008 A..LINEAR B SYLLABLE 
1000C       ; UNASSIGNED  # <reserved>
1000D..10026; PVALID      # LINEAR B SYLLABLE B036 JO..LINEAR B SYLLABLE
10027       ; UNASSIGNED  # <reserved>
10028..1003A; PVALID      # LINEAR B SYLLABLE B060 RA..LINEAR B SYLLABLE
1003B       ; UNASSIGNED  # <reserved>
1003C..1003D; PVALID      # LINEAR B SYLLABLE B017 ZA..LINEAR B SYLLABLE
1003E       ; UNASSIGNED  # <reserved>
1003F..1004D; PVALID      # LINEAR B SYLLABLE B020 ZO..LINEAR B SYLLABLE
1004E..1004F; UNASSIGNED  # <reserved>..<reserved>
10050..1005D; PVALID      # LINEAR B SYMBOL B018..LINEAR B SYMBOL B089
1005E..1007F; UNASSIGNED  # <reserved>..<reserved>
10080..100FA; PVALID      # LINEAR B IDEOGRAM B100 MAN..LINEAR B IDEOGRA
100FB..100FF; UNASSIGNED  # <reserved>..<reserved>
10100..10102; DISALLOWED  # AEGEAN WORD SEPARATOR LINE..AEGEAN CHECK MAR
10103..10106; UNASSIGNED  # <reserved>..<reserved>
10107..10133; DISALLOWED  # AEGEAN NUMBER ONE..AEGEAN NUMBER NINETY THOU
10134..10136; UNASSIGNED  # <reserved>..<reserved>
10137..1018E; DISALLOWED  # AEGEAN WEIGHT BASE UNIT..NOMISMA SIGN
1018F       ; UNASSIGNED  # <reserved>
10190..1019C; DISALLOWED  # ROMAN SEXTANS SIGN..ASCIA SYMBOL
